source_variable,unit_measure,unit_measure_label,type,type_label,technology_domain,technology_domain_label,regional_patent_office,regional_patent_office_label,candidate_role,recommended_use,include,reason,coverage_checked,dataset_id,variable,total_rows,non_missing_observations,missing_observations,countries_total,countries_with_data,years_total,years_with_data,first_year,last_year
PT_TECH_ENV.DIFF.ADAPT.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ADAPT,Climate change adaptation technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ADAPT.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ADAPT,Climate change adaptation technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ADAPT.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ADAPT,Climate change adaptation technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ADAPT.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ADAPT,Climate change adaptation technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ADAPT.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ADAPT,Climate change adaptation technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ADAPT.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ADAPT,Climate change adaptation technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.BUILD.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.BUILD.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.BUILD.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.BUILD.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.BUILD.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.BUILD.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENE.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENE.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENE.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENE.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENE.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENE.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENV_PAT.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENV_PAT.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENV_PAT.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENV_PAT.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENV_PAT.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ENV_PAT.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GHG.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GHG.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GHG.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GHG.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GHG.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GHG.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GOODS.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GOODS.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GOODS.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GOODS.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GOODS.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.GOODS.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ICT.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ICT.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ICT.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ICT.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ICT.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.ICT.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.MAN.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,MAN,Environmental management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.MAN.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,MAN,Environmental management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.MAN.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,MAN,Environmental management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.MAN.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,MAN,Environmental management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.MAN.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,MAN,Environmental management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.MAN.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,MAN,Environmental management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.OCEAN.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,OCEAN,Sustainable ocean economy,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.OCEAN.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,OCEAN,Sustainable ocean economy,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.OCEAN.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,OCEAN,Sustainable ocean economy,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.OCEAN.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,OCEAN,Sustainable ocean economy,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.OCEAN.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,OCEAN,Sustainable ocean economy,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.OCEAN.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,OCEAN,Sustainable ocean economy,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.TRA.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.TRA.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.TRA.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.TRA.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.TRA.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.TRA.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.WAT_WASTE.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.WAT_WASTE.EAPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.WAT_WASTE.EPO,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.WAT_WASTE.GCC,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.WAT_WASTE.OAPI,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.DIFF.WAT_WASTE.PCT,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ADAPT.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ADAPT.EAPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ADAPT.EPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ADAPT.GCC,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ADAPT.OAPI,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.ADAPT.PCT,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,ADAPT,Climate change adaptation technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
PT_TECH_ENV.RENEW.BUILD.ARIPO,PT_TECH_ENV,Percentage of environment related technologies,RENEW,Development of renewable energy technologies,BUILD,Climate change mitigation technologies related to buildings,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
